,names,scores,pvals,pvals_adj
12589,HYAL1,0.57011545,0.5685994156,1
12590,UHMK1,0.5690723,0.5693070556,1
12591,STK25,0.56887674,0.5694397848,1
12592,FOXJ2,0.5676381,0.5702807465,1
12593,BEND7,0.56600827,0.571388176,1
12594,ADAM10,0.56431323,0.5725409869,1
12595,IGF1R,0.56392205,0.572807177,1
12596,UPRT,0.56327015,0.5732509575,1
12597,PPP3CC,0.5626182,0.5736949011,1
12598,MYO1C,0.558837,0.5762729812,1
12599,CKAP5,0.5586414,0.5764064787,1
12600,ZNF350,0.55642486,0.5779204692,1
12601,HOXB6,0.55518615,0.5787673369,1
12602,ARL15,0.5537519,0.5797486483,1
12603,INPP5D,0.55323035,0.5801056822,1
12604,RIPK1,0.55218726,0.580820059,1
12605,TUT1,0.54677624,0.5845324819,1
12606,PML,0.5447552,0.5859218751,1
12607,UCKL1,0.5439077,0.5865049795,1
12608,TAF1,0.54332095,0.5869088248,1
12609,PPP2R5B,0.541626,0.5880762116,1
12610,CASC7,0.5411044,0.5884356234,1
12611,GBF1,0.53993094,0.5892446708,1
12612,EXD3,0.5398005,0.5893345966,1
12613,TMEM245,0.5391486,0.5897843206,1
12614,ACCS,0.53888786,0.5899642544,1
12615,ENPP2,0.53771436,0.5907742697,1
12616,TAP2.1,0.53764915,0.5908192855,1
12617,HINFP,0.53758395,0.590864303,1
12618,MSH6,0.5373232,0.5910443884,1
12619,ZSCAN30,0.53562814,0.5922155587,1
12620,OCRL,0.5336724,0.5935682307,1
12621,RP11-468E2.4,0.5334116,0.5937486938,1
12622,ARHGEF7,0.53302044,0.5940194355,1
12623,C20orf194,0.5317166,0.5949223153,1
12624,RSAD2,0.5283917,0.5972274906,1
12625,CHST7,0.527805,0.5976347075,1
12626,EML3,0.5272182,0.5980420505,1
12627,TBC1D17,0.5251972,0.599446085,1
12628,KIAA1671,0.52506685,0.5995367192,1
12629,RNF44,0.5233718,0.600715527,1
12630,ZNF449,0.52311105,0.6008969749,1
12631,IGFBP7,0.5227199,0.6011691933,1
12632,ZNF451,0.5187431,0.6039399012,1
12633,SLC25A28,0.5165917,0.6054411957,1
12634,TRAPPC11,0.51476634,0.6067163307,1
12635,AMD1,0.51398396,0.6072631843,1
12636,TMEM181,0.51352763,0.6075822838,1
12637,TMEM44,0.51320165,0.6078102578,1
12638,GIT1,0.5131365,0.6078558572,1
12639,CASKIN2,0.5130713,0.6079014581,1
12640,AKNA,0.5121586,0.6085400309,1
12641,FBLN2,0.5115066,0.6089963371,1
12642,ZNF117,0.5108547,0.6094527955,1
12643,CCL2,0.51020277,0.609909406,1
12644,C16orf72,0.50981164,0.6101834452,1
12645,KIF17,0.5073343,0.6119202947,1
12646,EIF4G3,0.50674754,0.612331974,1
12647,MBTD1,0.50629115,0.6126522537,1
12648,ANKZF1,0.5057696,0.6130183782,1
12649,SLC35G2,0.5039442,0.6143005742,1
12650,KIAA1328,0.50250995,0.615308842,1
12651,ARHGAP23,0.5019884,0.6156756651,1
12652,GATSL3,0.50185806,0.6157673859,1
12653,PAXBP1,0.5012061,0.6162260798,1
12654,RASSF8,0.4963818,0.6196250645,1
12655,FZD6,0.49605584,0.6198550202,1
12656,PPP1R35,0.49559948,0.6201770207,1
12657,TNRC6A,0.49468678,0.6208212401,1
12658,LBR,0.49377406,0.6214657504,1
12659,ATF7IP2,0.4935785,0.6216038975,1
12660,EIF2D,0.49090555,0.6234932437,1
12661,NES,0.49044922,0.6238160632,1
12662,MINK1,0.4884282,0.6252465604,1
12663,PHRF1,0.48490778,0.6277417653,1
12664,ARFGEF2,0.48412547,0.6282968351,1
12665,JAG2,0.48347354,0.6287595539,1
12666,MEMO1,0.48308235,0.6290372552,1
12667,GCN1L1,0.48216966,0.6296854289,1
12668,IFIT3,0.4817785,0.629963305,1
12669,MTA1,0.47923595,0.6317707748,1
12670,ADAL,0.47832325,0.632420148,1
12671,ZNF720,0.4777365,0.6328377521,1
12672,AFAP1,0.4759111,0.6341377127,1
12673,EPHA2,0.473173,0.6360897711,1
12674,KCTD18,0.47023928,0.6381840703,1
12675,EOGT,0.46939176,0.6387896289,1
12676,MAPK14,0.4693266,0.6388362203,1
12677,ARRB1,0.46763155,0.6400480971,1
12678,ABHD12,0.46443707,0.6423346287,1
12679,NYNRIN,0.46254647,0.6436894824,1
12680,FAM199X,0.46209013,0.6440166938,1
12681,TRIM38,0.46195975,0.6441101955,1
12682,PPARA,0.46182933,0.6442037027,1
12683,PSEN1,0.46046028,0.6451858689,1
12684,BCOR,0.4603951,0.6452326542,1
12685,PRDM4,0.4573962,0.6473862923,1
12686,GJA1,0.45726582,0.6474799959,1
12687,ATP5SL,0.45687467,0.6477611403,1
12688,RP11-343N15.5,0.45504925,0.6490738111,1
12689,UTP14C,0.45296305,0.6505753418,1
12690,SEC24B,0.45283267,0.6506692347,1
12691,ACE,0.4517896,0.651420577,1
12692,SLC9A3R2,0.45081168,0.6521252821,1
12693,CDC23,0.44826913,0.6539589683,1
12694,RNF125,0.44696528,0.6549001319,1
12695,TARBP2,0.44598737,0.6556063647,1
12696,CSTF2,0.44546583,0.6559831482,1
12697,MFSD8,0.44527024,0.6561244646,1
12698,RP11-435B5.3,0.4448139,0.6564542507,1
12699,PTPN1,0.443836,0.6571611606,1
12700,BAALC,0.44324926,0.6575854539,1
12701,WDR59,0.44292328,0.6578212201,1
12702,HAUS4,0.43927246,0.6604641224,1
12703,ZNF432,0.43927246,0.6604641224,1
12704,STAB1,0.4389465,0.6607003025,1
12705,ITPR2,0.438099,0.6613145289,1
12706,PPFIA3,0.43373105,0.6644837668,1
12707,PRPF3,0.4329487,0.6650520274,1
12708,DGKH,0.43268794,0.6652414905,1
12709,RAPGEF4,0.43190563,0.6658100078,1
12710,SLFN12,0.42988464,0.667279566,1
12711,WDR36,0.42988464,0.667279566,1
12712,SETD1B,0.42936307,0.6676590144,1
12713,RNASEK,0.42792884,0.6687029354,1
12714,PIGL,0.42766806,0.6688928081,1
12715,GPATCH3,0.4274073,0.669082702,1
12716,RP11-35G9.3,0.42714652,0.6692726171,1
12717,NOS3,0.42662495,0.6696525107,1
12718,CPT1A,0.42577747,0.670270018,1
12719,NUPL1,0.42558187,0.6704125514,1
12720,WDR7,0.42212662,0.6729325929,1
12721,FAM173B,0.42212662,0.6729325929,1
12722,DNMT1,0.42186585,0.6731229344,1
12723,GATAD2A,0.41906255,0.6751704248,1
12724,DNASE1L3,0.41619405,0.6772680225,1
12725,RAB11FIP3,0.41580287,0.677554253,1
12726,RNASEH1-AS1,0.41567248,0.6776496736,1
12727,ABR,0.41489017,0.6782223052,1
12728,KIAA0247,0.41306475,0.6795591682,1
12729,LARGE,0.41143492,0.6807536481,1
12730,LDOC1L,0.41117415,0.6809448393,1
12731,LNX2,0.41117415,0.6809448393,1
12732,PIP5K1C,0.4107178,0.6812794733,1
12733,ZFYVE9,0.41000068,0.6818054533,1
12734,ANO2,0.4098703,0.6819011027,1
12735,HOXA4,0.4098703,0.6819011027,1
12736,INPP5F,0.4098703,0.6819011027,1
12737,BRF1,0.4098703,0.6819011027,1
12738,RBM12B,0.4098051,0.6819489293,1
12739,BAIAP2L1,0.40921834,0.6823794261,1
12740,CBFA2T3,0.40837085,0.6830014374,1
12741,ARHGAP27,0.40784928,0.6833843206,1
12742,MOV10,0.40745813,0.6836715365,1
12743,GBP3,0.40667582,0.6842461055,1
12744,TCF20,0.40641505,0.6844376691,1
12745,PRRC2A,0.40628466,0.6845334586,1
12746,FAM161A,0.40628466,0.6845334586,1
12747,NRIP1,0.40576312,0.6849166671,1
12748,AP1M1,0.40511116,0.6853957917,1
12749,STAT2,0.40432885,0.6859709084,1
12750,BSDC1,0.40341616,0.6866421077,1
12751,CDH23,0.40341616,0.6866421077,1
12752,FBXL7,0.40237305,0.6874094953,1
12753,RIMKLB,0.40132996,0.6881772051,1
12754,NEDD1,0.39963493,0.6894254187,1
12755,RP11-420G6.4,0.3991786,0.6897616209,1
12756,LIMS2,0.39852664,0.6902420159,1
12757,PDE8A,0.39813548,0.6905303128,1
12758,SCARF1,0.39741838,0.6910589738,1
12759,IL18BP,0.39735317,0.6911070414,1
12760,HDAC5,0.39461505,0.6931270015,1
12761,TLR3,0.39376754,0.6937526704,1
12762,FANCF,0.3893996,0.696980575,1
12763,RTP4,0.38874766,0.6974628243,1
12764,HMGCS1,0.38842168,0.6977039949,1
12765,CACNB3,0.38757417,0.6983311811,1
12766,SEMA6B,0.38672668,0.6989585734,1
12767,ST7L,0.38646588,0.6991516585,1
12768,BDP1,0.38581395,0.6996344566,1
12769,AP3D1,0.38555318,0.6998276098,1
12770,AASS,0.38464049,0.700503799,1
12771,STK38,0.38457528,0.7005521073,1
12772,TAZ,0.3824239,0.7021469602,1
12773,CYB561A3,0.381446,0.7028723277,1
12774,FAM13A,0.3805333,0.7035495815,1
12775,FMNL3,0.37929463,0.7044690879,1
12776,SLC30A4,0.375709,0.7071332484,1
12777,DDX10,0.3755134,0.7072786698,1
12778,DCUN1D2,0.3737532,0.7085879425,1
12779,EIF4ENIF1,0.37323165,0.7089760408,1
12780,SNRNP200,0.37244934,0.7095583299,1
12781,NSMF,0.37003717,0.711354788,1
12782,DGKZ,0.36925486,0.711937768,1
12783,SLFN11,0.36801618,0.7128611641,1
12784,UBE3C,0.36638635,0.7140768001,1
12785,SETD6,0.36514768,0.7150011693,1
12786,BOK,0.36475652,0.7152931623,1
12787,TAOK1,0.36469132,0.7153418319,1
12788,MAP2K2,0.36377862,0.716023327,1
12789,ZMIZ2,0.36332226,0.7163641595,1
12790,TRIM39,0.3629311,0.7166563466,1
12791,APOL1,0.36260515,0.7168998675,1
12792,WDFY3,0.3619532,0.7173869957,1
12793,TAF1C,0.35986704,0.7189465776,1
12794,POU2F1,0.35712892,0.7209953055,1
12795,GAS2L1,0.35699853,0.7210929141,1
12796,NFATC1,0.35686812,0.7211905272,1
12797,NAA35,0.35686812,0.7211905272,1
12798,CCRL2,0.35660735,0.721385767,1
12799,CDK10,0.35641178,0.7215322088,1
12800,FBXO21,0.35582504,0.7219715955,1
12801,ARID2,0.35569465,0.7220692494,1
12802,KDR,0.35465157,0.7228506439,1
12803,MFN1,0.3542604,0.7231437414,1
12804,TNRC18,0.3539996,0.7233391623,1
12805,FAM221A,0.35315213,0.7239744047,1
12806,SLC39A14,0.3523046,0.7246098374,1
12807,MAPK12,0.3514571,0.7252454597,1
12808,COX15,0.35015324,0.7262237099,1
12809,MAN2C1,0.34930572,0.7268598122,1
12810,ATXN1L,0.34865376,0.7273492498,1
12811,WBP1L,0.34800184,0.7278387987,1
12812,SYNE1,0.34721953,0.728426404,1
12813,SHC2,0.34682837,0.7287202665,1
12814,STRN4,0.34682837,0.7287202665,1
12815,MAPK8,0.3453941,0.7297981032,1
12816,ELOVL5,0.34526372,0.7298961149,1
12817,GPD1L,0.34487256,0.7301901763,1
12818,STIM1,0.34422064,0.7306803669,1
12819,TEAD2,0.34409025,0.7307784183,1
12820,CNOT11,0.3433079,0.7313668185,1
12821,PLCB1,0.34213445,0.7322497152,1
12822,FGF2,0.34193885,0.7323968992,1
12823,PHTF1,0.34050462,0.7334765485,1
12824,L3MBTL2,0.3397223,0.7340656706,1
12825,STX18,0.33933112,0.7343602904,1
12826,C4orf33,0.3385488,0.7349496472,1
12827,EXOC6B,0.33828804,0.7351461342,1
12828,SEMA4C,0.33672342,0.7363254198,1
12829,PCBP1-AS1,0.3366582,0.7363745702,1
12830,TBK1,0.33600628,0.7368661335,1
12831,KIN,0.33561513,0.7371611232,1
12832,USP37,0.3347024,0.737849583,1
12833,TNFRSF4,0.33418086,0.7382430831,1
12834,IVNS1ABP,0.33365932,0.7386366518,1
12835,TBC1D22A,0.33229026,0.7396700952,1
12836,CPSF1,0.33209467,0.7398177684,1
12837,KLHL5,0.328835,0.7422803967,1
12838,PACRGL,0.32850903,0.7425268052,1
12839,CPEB4,0.32766154,0.7431675907,1
12840,PKD1L1,0.3272704,0.7434633979,1
12841,SPG11,0.3272704,0.7434633979,1
12842,ZNF366,0.32681403,0.7438085541,1
12843,ITCH,0.32544497,0.7448443315,1
12844,SLC25A33,0.32466266,0.7454364117,1
12845,AP1G1,0.32348916,0.7463248138,1
12846,HIPK2,0.3232284,0.7465222823,1
12847,GALK1,0.32062066,0.7484978812,1
12848,CAMSAP2,0.31957757,0.7492885842,1
12849,INO80D,0.3182737,0.7502773335,1
12850,CUL4A,0.31605712,0.7519591483,1
12851,DDX56,0.31475326,0.7529490022,1
12852,ZNF181,0.31455767,0.7530975154,1
12853,FAM193B,0.31371015,0.753741178,1
12854,PLEKHH3,0.31305823,0.7542364195,1
12855,BRWD3,0.31266707,0.754533613,1
12856,RASSF3,0.31227592,0.7548308428,1
12857,ATG2B,0.31018972,0.7564166807,1
12858,PHF1,0.30979857,0.7567141398,1
12859,DBT,0.30849472,0.7577059301,1
12860,GRIPAP1,0.30530024,0.7601374997,1
12861,PIP4K2B,0.3046483,0.7606340307,1
12862,DHX33,0.30386597,0.761229998,1
12863,ATP6V1A,0.3038008,0.7612796683,1
12864,GAB3,0.30373558,0.7613293397,1
12865,RCAN1,0.30334443,0.7616273883,1
12866,TGIF2,0.29910687,0.7648585064,1
12867,HERC6,0.29819417,0.7655549777,1
12868,GPATCH11,0.2975422,0.7660525733,1
12869,C11orf30,0.29721627,0.7663014073,1
12870,IMPDH1,0.2968903,0.7665502654,1
12871,DDI2,0.29656434,0.7667991476,1
12872,RAB4B,0.29649913,0.766848927,1
12873,AGO4,0.29604277,0.7671974092,1
12874,TSPYL5,0.29434776,0.7684921835,1
12875,TMEM138,0.2921312,0.7701863244,1
12876,MTURN,0.29174003,0.7704854045,1
12877,SLCO4A1,0.29134887,0.7707845188,1
12878,CYP1B1,0.29115328,0.7709340888,1
12879,TMEM260,0.29017538,0.7716820661,1
12880,ZNF44,0.28789362,0.7734281709,1
12881,VSIG10,0.28658974,0.7744264608,1
12882,STON1,0.28476435,0.7758246931,1
12883,PKD1,0.28391683,0.7764741197,1
12884,IPO7,0.2830693,0.7771237027,1
12885,PIK3IP1,0.28189585,0.7780233824,1
12886,KAZN,0.28091794,0.778773343,1
12887,RNF144B,0.2802008,0.7793234451,1
12888,PARP2,0.2792881,0.7800237348,1
12889,RNF165,0.27896214,0.7802738816,1
12890,BTBD2,0.27485496,0.7834276719,1
12891,SMAD4,0.2744638,0.7837282195,1
12892,ATP13A2,0.2735511,0.7844296225,1
12893,PPIL2,0.2732903,0.7846300555,1
12894,CCDC88C,0.27302954,0.7848305029,1
12895,BROX,0.27133453,0.7861337579,1
12896,DDX19A,0.27113894,0.7862841721,1
12897,SLC25A32,0.27035663,0.7868859087,1
12898,MAP2K7,0.26996547,0.7871868248,1
12899,ACER3,0.26976988,0.7873372947,1
12900,PXDN,0.26937872,0.7876382584,1
12901,GORAB,0.26879197,0.7880897634,1
12902,FABP4,0.26827043,0.788491161,1
12903,CCDC88A,0.26703176,0.7894447052,1
12904,INPP5A,0.2668362,0.7895952936,1
12905,PHC3,0.266771,0.7896454916,1
12906,WRN,0.26559752,0.7905492029,1
12907,ALS2,0.26442403,0.791453196,1
12908,SCAP,0.2616859,0.7935636023,1
12909,PLEKHA8,0.25933895,0.7953737265,1
12910,LRRC45,0.2588174,0.7957761263,1
12911,USP51,0.25868702,0.7958767347,1
12912,SFMBT2,0.25868702,0.7958767347,1
12913,SH3BP5L,0.25855663,0.7959773466,1
12914,TMEM199,0.25842625,0.7960779618,1
12915,TRIM68,0.25816548,0.7962792024,1
12916,AHCYL2,0.2580351,0.7963798278,1
12917,PDK1,0.2580351,0.7963798278,1
12918,GDPD3,0.2579047,0.7964804566,1
12919,SLC12A2,0.2569268,0.7972352802,1
12920,UBR1,0.2569268,0.7972352802,1
12921,TBC1D2B,0.2559489,0.7979902935,1
12922,RP11-435B5.5,0.25588372,0.7980406345,1
12923,RNF220,0.25588372,0.7980406345,1
12924,UBE2G2,0.25549254,0.7983426978,1
12925,ZNF746,0.25412348,0.7994001568,1
12926,INPP5K,0.2538627,0.7996016194,1
12927,PNP,0.25373232,0.7997023556,1
12928,FATE1,0.25334117,0.8000045845,1
12929,CDC42EP5,0.2522981,0.8008106743,1
12930,ZNF793,0.25203732,0.8010122299,1
12931,ZNF415,0.25203732,0.8010122299,1
12932,DPY19L4,0.25190693,0.8011130127,1
12933,MIEF1,0.24988593,0.8026755682,1
12934,PPP1R37,0.24955995,0.8029276674,1
12935,LSM14B,0.24903841,0.8033310687,1
12936,PCDH12,0.24825609,0.8039362689,1
12937,SNX24,0.2481257,0.804037147,1
12938,LCORL,0.24793012,0.8041884703,1
12939,PNPLA4,0.24773455,0.804339801,1
12940,MEGF6,0.24747378,0.8045415866,1
12941,SENP7,0.24740858,0.804592035,1
12942,CIT,0.24734339,0.8046424843,1
12943,KLHL2,0.247213,0.8047433852,1
12944,LINC01011,0.24669145,0.8051470215,1
12945,ELK1,0.24643068,0.8053488591,1
12946,INADL,0.24643068,0.8053488591,1
12947,PIGZ,0.2463003,0.8054497828,1
12948,ANAPC7,0.24434449,0.806964026,1
12949,HMBOX1,0.24375775,0.8074184404,1
12950,ARHGAP28,0.24264947,0.8082769559,1
12951,NKIRAS2,0.24251908,0.8083779729,1
12952,RASSF7,0.24082406,0.8096914842,1
12953,SMAD7,0.2403025,0.8100957496,1
12954,SENP6,0.23991135,0.8103989819,1
12955,ITPR1,0.23873787,0.8113088493,1
12956,USP32,0.23802075,0.811865005,1
12957,ADAMTS9,0.23756438,0.8122189717,1
12958,FURIN,0.2373688,0.8123706835,1
12959,EFNB1,0.23691246,0.812724705,1
12960,PCDHB16,0.23593456,0.8134834513,1
12961,DUS2,0.23495665,0.8142423727,1
12962,VWA8,0.23482627,0.8143435755,1
12963,CCDC149,0.23469588,0.8144447813,1
12964,ZNF107,0.23469588,0.8144447813,1
12965,TMEM62,0.23469588,0.8144447813,1
12966,TMEM154,0.23443511,0.8146472022,1
12967,WARS,0.23436992,0.8146978093,1
12968,RABL6,0.23313124,0.8156594921,1
12969,GRPEL2,0.231697,0.8167733664,1
12970,C10orf88,0.23052351,0.8176849936,1
12971,C2orf42,0.23013236,0.8179889242,1
12972,TET2,0.22987159,0.8181915598,1
12973,TMEM115,0.22935003,0.8185968674,1
12974,DOT1L,0.22921965,0.8186982019,1
12975,CCDC132,0.22908926,0.8187995394,1
12976,HECTD3,0.2286981,0.8191035701,1
12977,HIF1AN,0.22804616,0.8196103483,1
12978,SPG7,0.22628595,0.8209790254,1
12979,D2HGDH,0.22622076,0.8210297277,1
12980,APBA3,0.2258296,0.8213339568,1
12981,SMG5,0.22543843,0.8216382128,1
12982,JMJD8,0.22406937,0.8227033198,1
12983,B3GNT5,0.22374341,0.822956965,1
12984,RANBP10,0.22335225,0.8232613636,1
12985,PTPN21,0.2229611,0.8235657888,1
12986,XPR1,0.2228307,0.8236672697,1
12987,SIRT1,0.2228307,0.8236672697,1
12988,STAT5A,0.22159204,0.8246314858,1
12989,CLUH,0.22035336,0.8255959665,1
12990,KRIT1,0.2189843,0.8266622777,1
12991,TTBK2,0.21872352,0.8268654209,1
12992,C7orf60,0.21826717,0.8272209494,1
12993,BICD2,0.21761525,0.8277289087,1
12994,ITPR3,0.21709369,0.828135328,1
12995,HIP1R,0.2160506,0.8289483046,1
12996,CHML,0.21448596,0.8301681128,1
12997,KIAA0226,0.21357326,0.8308798568,1
12998,CKMT2-AS1,0.21344286,0.8309815458,1
12999,TLR4,0.21344286,0.8309815458,1
13000,INPP5E,0.21266055,0.8315917396,1
13001,PGAP1,0.2122694,0.8318968745,1
13002,TRAK2,0.21200861,0.8321003119,1
13003,AMIGO2,0.21174784,0.8323037605,1
13004,MTA3,0.21090034,0.8329650461,1
13005,ZZEF1,0.20933568,0.8341861912,1
13006,ATG4B,0.20887934,0.834542434,1
13007,SYNJ1,0.20887934,0.834542434,1
13008,FCF1,0.20803182,0.8352041179,1
13009,CCNT1,0.20757547,0.8355604575,1
13010,ELL,0.20718431,0.8358659184,1
13011,SLC15A4,0.20711912,0.8359168309,1
13012,DYSF,0.20640199,0.8364769143,1
13013,ZNF345,0.20614122,0.8366806015,1
13014,ZNF354C,0.20614122,0.8366806015,1
13015,MYO15B,0.20601083,0.8367824493,1
13016,RP11-473M20.9,0.20588045,0.8368842997,1
13017,ZNF205,0.20561968,0.8370880089,1
13018,KIAA1217,0.2052937,0.8373426607,1
13019,GBP5,0.20522851,0.8373935931,1
13020,MGA,0.20509812,0.8374954599,1
13021,TMEM63B,0.20509812,0.8374954599,1
13022,ZNF276,0.20509812,0.8374954599,1
13023,FUT11,0.20327272,0.8389218811,1
13024,ATMIN,0.20249039,0.8395333668,1
13025,SLC2A8,0.20073017,0.8409095632,1
13026,YKT6,0.20059979,0.8410115231,1
13027,SLPI,0.20040421,0.8411644679,1
13028,TERF2,0.19988266,0.84157235,1
13029,TMEM8A,0.19962189,0.841776307,1
13030,CTD-2368P22.1,0.1994915,0.8418782895,1
13031,MMS19,0.1994915,0.8418782895,1
13032,MAFG,0.1994915,0.8418782895,1
13033,BANP,0.19936112,0.8419802746,1
13034,TRIM16,0.19831802,0.8427962511,1
13035,MFSD1,0.19805725,0.8430002716,1
13036,RANBP9,0.1976009,0.8433573328,1
13037,ZNF528,0.19694896,0.8438674762,1
13038,C19orf33,0.19629703,0.844377685,1
13039,FBN1,0.19603626,0.8445817869,1
13040,FGD4,0.19584067,0.8447348701,1
13041,TBC1D23,0.1955799,0.8449389902,1
13042,LIPE,0.19492798,0.8454493359,1
13043,KDM1A,0.19479759,0.8455514128,1
13044,THAP2,0.1946672,0.8456534924,1
13045,ZNF260,0.1945368,0.8457555745,1
13046,CTIF,0.19427603,0.8459597465,1
13047,MGAT4B,0.19414565,0.8460618364,1
13048,EHBP1,0.19414565,0.8460618364,1
13049,ANGEL1,0.19401526,0.8461639288,1
13050,C4orf29,0.19362411,0.8464702217,1
13051,RAB33B,0.19349372,0.8465723245,1
13052,FUT1,0.19336334,0.8466744299,1
13053,NLK,0.19336334,0.8466744299,1
13054,DENND1B,0.19127715,0.8483084647,1
13055,SIAH2,0.19010366,0.8492278963,1
13056,TRIM21,0.18997328,0.849330068,1
13057,NUP205,0.18866941,0.8503519245,1
13058,MDC1,0.18840864,0.850556326,1
13059,TRNAU1AP,0.18827826,0.8506585305,1
13060,SLC10A7,0.18827826,0.8506585305,1
13061,HEATR6,0.18801749,0.8508629471,1
13062,CDR2,0.1878871,0.8509651591,1
13063,SCARF2,0.1877567,0.8510673737,1
13064,KIF1B,0.18697439,0.8516807135,1
13065,7SK.2,0.18540975,0.8529076618,1
13066,ZNF611,0.18449704,0.8536235463,1
13067,FLOT2,0.18443185,0.8536746855,1
13068,FAM73B,0.18254125,0.8551579897,1
13069,WDR44,0.18254125,0.8551579897,1
13070,DBR1,0.18254125,0.8551579897,1
13071,HSPBAP1,0.18241085,0.8552603054,1
13072,TMC7,0.18188931,0.8556695928,1
13073,SPAST,0.18188931,0.8556695928,1
13074,GNPTAB,0.18123738,0.8561812566,1
13075,PDCD4,0.17993352,0.8572047655,1
13076,DHX57,0.17849927,0.8583309025,1
13077,RNASEH2A,0.17823848,0.8585356857,1
13078,MMP15,0.17576115,0.8604815992,1
13079,STOML1,0.17341419,0.8623258782,1
13080,TECPR1,0.1732838,0.8624283602,1
13081,YARS,0.17067607,0.8644784851,1
13082,ZNF512B,0.17067607,0.8644784851,1
13083,TTC7B,0.1702849,0.8647860829,1
13084,APAF1,0.17015451,0.8648886201,1
13085,CC2D1A,0.16989374,0.8650937012,1
13086,DNAJC11,0.1665037,0.8677605777,1
13087,LACTB,0.16624291,0.8679657848,1
13088,IGFBP2,0.16585176,0.8682736121,1
13089,RGS16,0.16559099,0.8684788415,1
13090,PLOD2,0.16526502,0.8687353906,1
13091,MTERF,0.16493905,0.8689919535,1
13092,WDR12,0.16480866,0.8690945825,1
13093,TGM2,0.1635048,0.8701209938,1
13094,CSGALNACT1,0.16285287,0.8706342817,1
13095,WTIP,0.161549,0.8716610207,1
13096,CEP192,0.15985398,0.8729961044,1
13097,LETM1,0.1597236,0.8730988182,1
13098,MICAL3,0.15933242,0.8734069724,1
13099,CLK2,0.15894127,0.8737151458,1
13100,C18orf25,0.15855011,0.8740233383,1
13101,FAM214A,0.1576374,0.8747425285,1
13102,ERAP1,0.15698548,0.8752562992,1
13103,SENP1,0.15607277,0.8759756664,1
13104,ADNP2,0.15398657,0.8776203183,1
13105,ZBTB40,0.15385619,0.8777231266,1
13106,EVA1A,0.15320426,0.8782371993,1
13107,LTB4R,0.15320426,0.8782371993,1
13108,PGM5-AS1,0.15307388,0.87834002,1
13109,PTPRR,0.15255232,0.8787513234,1
13110,E4F1,0.15229155,0.8789569873,1
13111,MYD88,0.15144403,0.8796254515,1
13112,PYROXD1,0.14864072,0.881837134,1
13113,BICD1,0.14785841,0.8824545129,1
13114,EPB41,0.1469457,0.8831748786,1
13115,KIAA1429,0.14681531,0.8832777959,1
13116,ZNF600,0.14668493,0.8833807152,1
13117,RP11-100L22.1,0.14642416,0.8835865596,1
13118,GNB4,0.14427277,0.8852850746,1
13119,WWC2,0.14420758,0.8853365531,1
13120,BOLA1,0.1440772,0.8854395114,1
13121,FSTL1,0.14270814,0.88652069,1
13122,ADAT1,0.14251256,0.8866751613,1
13123,KATNAL1,0.14159985,0.8873960846,1
13124,ZNF688,0.14133908,0.8876020798,1
13125,LINC00987,0.1412087,0.8877050803,1
13126,SPRED1,0.13847058,0.8898685252,1
13127,CC2D2A,0.1382098,0.8900746106,1
13128,AC159540.1,0.1382098,0.8900746106,1
13129,TMEM214,0.13801421,0.8902291796,1
13130,RCBTB1,0.13781863,0.8903837527,1
13131,SMARCC1,0.13775344,0.890435278,1
13132,RAI2,0.1372971,0.890795968,1
13133,MGAT5,0.13677555,0.8912082128,1
13134,SEC16A,0.13592803,0.8918781734,1
13135,LINC00685,0.13514571,0.892496667,1
13136,METTL17,0.13495013,0.8926513006,1
13137,PLLP,0.13481975,0.892754392,1
13138,AP4B1,0.13481975,0.892754392,1
13139,PLXDC2,0.13325511,0.8939916292,1
13140,CTCF,0.13273357,0.894404099,1
13141,CXCL2,0.13156009,0.8953322605,1
13142,TRAF6,0.13025622,0.896363719,1
13143,ATAD2B,0.13025622,0.896363719,1
13144,MTF1,0.12999545,0.8965700318,1
13145,DPP8,0.12966947,0.8968279326,1
13146,MAU2,0.12960428,0.896879514,1
13147,ERCC6L2,0.12934351,0.8970858443,1
13148,DPP9,0.12908274,0.8972921815,1
13149,SIN3B,0.12895235,0.8973953527,1
13150,MAP4K3,0.12640981,0.8994075358,1
13151,CCDC85A,0.12523633,0.9003364546,1
13152,RAPH1,0.12517114,0.9003880652,1
13153,SIK3,0.124258436,0.901110658,1
13154,LPIN1,0.1236065,0.9016268458,1
13155,LDLRAD4,0.123084955,0.9020398261,1
13156,APC,0.12191147,0.9029691285,1
13157,GALNT1,0.11982529,0.9046215491,1
13158,RNF152,0.118912585,0.9053446134,1
13159,ZBTB46,0.11878219,0.9054479147,1
13160,CMPK2,0.117999874,0.9060677562,1
13161,FNIP1,0.11708717,0.9067909769,1
13162,RAB12,0.1167612,0.9070492888,1
13163,LONP1,0.11552253,0.9080309633,1
13164,GTF3C2,0.11395789,0.9092711739,1
13165,TRIM47,0.113827504,0.9093745348,1
13166,LYN,0.11265402,0.9103048517,1
13167,DEDD,0.11252364,0.9104082279,1
13168,PALM,0.11239325,0.9105116056,1
13169,ZNF337,0.11174132,0.9110285167,1
13170,CHST14,0.11174132,0.9110285167,1
13171,RGP1,0.111610934,0.9111319034,1
13172,SOS1,0.11030707,0.9121658534,1
13173,FAM175B,0.109915905,0.9124760674,1
