,names,scores,pvals,pvals_adj
0,APOD,31.004278,4.72E-211,9.44E-208
1,DCN,30.380283,1.00E-202,2.00E-199
2,GSN,29.149391,8.50E-187,1.70E-183
3,CFD,26.491886,1.20E-154,2.40E-151
4,MGP,25.05953,1.37E-138,2.75E-135
5,LUM,24.208357,1.82E-129,3.63E-126
6,CXCL14,22.929071,2.38E-116,4.77E-113
7,ADH1B,22.599033,4.43E-113,8.86E-110
8,COL1A2,21.909445,2.11E-106,4.22E-103
9,ABCA8,21.50246,1.48E-102,2.95E-99
10,MYOC,21.174469,1.64E-99,3.28E-96
11,PTGDS,20.413017,1.28E-92,2.56E-89
12,FBLN2,20.25153,3.44E-91,6.89E-88
13,C3,20.022537,3.50E-89,7.01E-86
14,C1S,19.98946,6.80E-89,1.36E-85
15,IGFBP6,19.690815,2.58E-86,5.17E-83
16,COL6A2,19.493908,1.24E-84,2.47E-81
17,LTBP4,19.383818,1.06E-83,2.11E-80
18,COL6A3,19.04787,6.84E-81,1.37E-77
19,COL6A1,17.74911,1.75E-70,3.50E-67
20,FBLN1,17.135777,8.03E-66,1.61E-62
21,FN1,16.811779,2.00E-63,4.00E-60
22,SMOC2,16.636923,3.76E-62,7.53E-59
23,S100A4,16.599192,7.06E-62,1.41E-58
24,CCDC80,15.890127,7.42E-57,1.48E-53
25,PMP22,15.326309,5.10E-53,1.02E-49
26,CFH,15.219785,2.61E-52,5.23E-49
27,IGFBP7,15.168717,5.70E-52,1.14E-48
28,LRP1,14.398519,5.29E-47,1.06E-43
29,MFAP5,14.350521,1.06E-46,2.11E-43
30,COL3A1,14.220922,6.80E-46,1.36E-42
31,CHRDL1,13.898377,6.48E-44,1.30E-40
32,MMP2,13.654398,1.90E-42,3.80E-39
33,DPT,13.561341,6.79E-42,1.36E-38
34,IGF1,13.2384,5.27E-40,1.05E-36
35,SFRP4,12.347911,5.00E-35,1.00E-31
36,SCN7A,11.916795,9.68E-33,1.94E-29
37,TNXB,11.56705,6.05E-31,1.21E-27
38,NOVA1,11.23163,2.85E-29,5.70E-26
39,CILP,11.113949,1.07E-28,2.15E-25
40,ANGPTL1,10.850063,1.99E-27,3.99E-24
41,ABCA10,10.014273,1.32E-23,2.64E-20
42,COL1A1,9.904017,4.00E-23,8.00E-20
43,MALAT1,8.830816,1.04E-18,2.08E-15
44,PI16,8.072204,6.90E-16,1.38E-12
45,FSTL1,7.975846,1.51E-15,3.03E-12
46,ABCA9,7.97063,1.58E-15,3.16E-12
47,PGF,7.8250213,5.08E-15,1.02E-11
48,ACKR3,7.6030264,2.89E-14,5.79E-11
49,HTRA3,7.592034,3.15E-14,6.30E-11
50,VCAN,7.079217,1.45E-12,2.90E-09
51,DSTN,6.6589284,2.76E-11,5.52E-08
52,EFEMP1,6.620207,3.59E-11,7.17E-08
53,FTL,6.3788676,1.78E-10,3.57E-07
54,FBN1,6.0141687,1.81E-09,3.62E-06
55,GPC3,5.821322,5.84E-09,1.17E-05
56,LAMB1,5.6993484,1.20E-08,2.41E-05
57,CRLF1,5.686837,1.29E-08,2.59E-05
58,SCARA5,5.5533433,2.80E-08,5.61E-05
59,F3,4.6585298,3.18E-06,0.006369518357
60,PLOD1,4.314693,1.60E-05,0.0319649533
61,THBS4,4.1732435,3.00E-05,0.06005874962
62,PDGFRB,3.8265681,0.0001299422547,0.2598845094
63,CYGB,3.8000276,0.0001446799487,0.2893598974
64,AGTR1,3.5867143,0.0003348708728,0.6697417456
65,CTGF,3.516534,0.0004372204185,0.8744408371
66,SLC1A7,3.5141573,0.0004411513358,0.8823026716
67,SELENBP1,3.4636846,0.0005328311318,1
68,SCRG1,3.3177454,0.0009074716437,1
69,G0S2,3.2727852,0.001064933761,1
70,SLC29A1,3.1177351,0.001822464366,1
71,IGFBP5,2.9792235,0.002889798906,1
72,HIC1,2.8838234,0.003928790064,1
73,LAMA4,2.803641,0.005052911882,1
74,PLAGL1,2.7889514,0.005287899101,1
75,SFRP2,2.6715333,0.007550556142,1
76,CPED1,2.6117845,0.009007100449,1
77,PLA2G2A,2.5611465,0.01043273418,1
78,LPCAT2,2.3828573,0.01717885434,1
79,LIFR,2.1712275,0.029913984,1
80,SLPI,2.1536329,0.0312689731,1
81,C7,2.1491766,0.03162041299,1
82,ADM,1.995843,0.04595100665,1
83,PKD1,1.9369855,0.05274711675,1
84,MFGE8,1.9287989,0.05375583144,1
85,CCNL2,1.916684,0.05527807851,1
86,CD248,1.916222,0.05533685214,1
87,SLC38A10,1.8613586,0.06269355037,1
88,GLCE,1.8390436,0.06590877742,1
89,FMOD,1.796031,0.07248958782,1
90,RP11-38P22.2,1.6645505,0.09600247059,1
91,RNF24,1.6130873,0.1067255556,1
92,PIK3IP1,1.5755213,0.1151361472,1
93,ABCA5,1.5733427,0.1156394887,1
94,FAM162B,1.5638027,0.1178639144,1
95,SLC6A1,1.5621191,0.1182599223,1
96,ANGPTL7,1.5386157,0.123898136,1
97,ZCCHC24,1.5274582,0.1266471118,1
98,EPHA3,1.4432156,0.1489597427,1
99,GHR,1.415883,0.1568097677,1
100,MTSS1,1.4091488,0.1587911563,1
101,TPST1,1.3975621,0.162244576,1
102,CYTH3,1.3954165,0.1628902715,1
103,CCL2,1.3705927,0.1705019641,1
104,CDH19,1.3474194,0.1778452053,1
105,ENPP2,1.3232228,0.1857613185,1
106,SLC2A13,1.3026572,0.1926918066,1
107,TGFBR1,1.2947017,0.1954231435,1
108,FAM13A,1.2914337,0.1965533324,1
109,RUNX1T1,1.28942,0.1972520909,1
110,HOXC6,1.2279216,0.2194763828,1
111,KIAA2013,1.2168962,0.2236437247,1
112,CYP1B1,1.2108883,0.2259382292,1
113,PLP1,1.1737186,0.2405077838,1
114,ACAP3,1.1297487,0.2585821496,1
115,AARS,1.035702,0.3003412059,1
116,FZD1,1.0284727,0.3037275348,1
117,CRTC1,1.0220027,0.3067796514,1
118,CXorf23,1.0196589,0.3078902607,1
119,STEAP4,1.0058936,0.3144667776,1
120,VWA1,0.9873747,0.323458979,1
121,DCHS1,0.9802775,0.3269491744,1
122,PON3,0.9676015,0.3332434453,1
123,SKIL,0.94957775,0.3423268358,1
124,MYO9A,0.9015146,0.3673147737,1
125,NR2F2,0.9002602,0.367981793,1
126,NIPAL2,0.8886075,0.3742140443,1
127,IL17RC,0.88844246,0.3743027862,1
128,COLGALT1,0.8834909,0.3769710907,1
129,MYH10,0.8817083,0.3779345448,1
130,CDON,0.87850636,0.3796689996,1
131,TNRC18,0.85734665,0.3912533296,1
132,SLC15A4,0.85487086,0.392622635,1
133,CYP4B1,0.85391355,0.3931528776,1
134,NOL8,0.8450998,0.3980551244,1
135,TBC1D2B,0.8422939,0.3996234611,1
136,DTX4,0.84031326,0.4007327569,1
137,KIAA1109,0.8380356,0.4020107312,1
138,ALPK3,0.8201109,0.4121528871,1
139,SPRY4,0.8159516,0.4145278238,1
140,STARD9,0.8090524,0.4184849993,1
141,RAI2,0.78063047,0.4350198834,1
142,CYP26B1,0.7781877,0.4364583856,1
143,GALNT7,0.7541231,0.450775325,1
144,INMT,0.7513832,0.4524220665,1
145,PLOD2,0.7497657,0.4533958327,1
146,VPS36,0.7465637,0.4553269761,1
147,RNF170,0.73656154,0.4613890384,1
148,C20orf194,0.7344819,0.4626551054,1
149,SCARF2,0.73316145,0.4634599621,1
150,RP11-736K20.5,0.7320391,0.4641447032,1
151,KLF13,0.7282099,0.4664851122,1
152,ACSL3,0.7212117,0.4707792857,1
153,ZYG11B,0.7188019,0.4722629741,1
154,GPR107,0.7068191,0.47967888,1
155,MFAP1,0.70440936,0.481177868,1
156,TEF,0.70345205,0.4817740635,1
157,DAAM2,0.7019666,0.4826999893,1
158,TRIM22,0.69668496,0.4859999866,1
159,TEAD1,0.6947373,0.4872199331,1
160,SENP6,0.67199314,0.5015880613,1
161,CMTM8,0.6649289,0.5060959615,1
162,PARVA,0.6626842,0.507532828,1
163,WBP1L,0.6598123,0.5093742903,1
164,C16orf52,0.6598123,0.5093742903,1
165,TTPAL,0.6261747,0.5312003737,1
166,CBR4,0.62168527,0.5341488447,1
167,FUT11,0.61686575,0.5373232859,1
168,PARP2,0.61472005,0.5387396079,1
169,FGD4,0.614588,0.5388268273,1
170,FKBP14,0.608085,0.5431311214,1
171,TMEM214,0.6028363,0.5466175882,1
172,PLEC,0.6005586,0.5481340246,1
173,PGAP1,0.59504586,0.5518128221,1
174,KCNMB4,0.59431964,0.5522983567,1
175,CREBL2,0.5904904,0.5548619108,1
176,PLEKHA2,0.5840204,0.5592066066,1
177,SNX29,0.5726318,0.56689404,1
178,NID2,0.5717405,0.5674977961,1
179,CHST14,0.5666569,0.5709473157,1
180,TP73-AS1,0.5595266,0.5758023563,1
181,ZNF14,0.55748,0.5771995252,1
182,MGA,0.55615956,0.5781017712,1
183,RASSF9,0.55450904,0.5792305107,1
184,AFAP1,0.5535187,0.5799082506,1
185,PRKCI,0.5461244,0.5849804232,1
186,RMDN1,0.5460584,0.5850258032,1
187,MXD4,0.53830093,0.590369304,1
188,RAB11FIP3,0.5368815,0.5913494778,1
189,VPS16,0.532062,0.5946830771,1
190,TBC1D23,0.5298173,0.5962386373,1
191,KDM3B,0.52849686,0.5971545379,1
192,CC2D2A,0.52717644,0.5980710778,1
193,RUFY3,0.5242055,0.6001356242,1
194,PHLDA3,0.5232482,0.6008015531,1
195,AMFR,0.5159529,0.6058873178,1
196,NPHP3,0.5107042,0.6095581813,1
197,GORAB,0.5083605,0.6112005586,1
198,GNB4,0.5064789,0.6125205041,1
199,MBP,0.4944961,0.6209558537,1
200,DCAF8,0.4919213,0.6227749828,1
201,PTDSS1,0.4903698,0.6238722385,1
202,TMEM115,0.49020475,0.623989017,1
203,TTBK2,0.48297548,0.6291131522,1
204,DNAJB2,0.48277742,0.6292537926,1
205,CAMSAP2,0.4805657,0.6308251902,1
206,KRBA2,0.48043367,0.6309190579,1
207,BSDC1,0.47977346,0.6313884857,1
208,POU2F1,0.47931132,0.6317171736,1
209,GALK1,0.4754821,0.6344433842,1
210,TJP2,0.4701344,0.6382589855,1
211,PRRC2A,0.46765864,0.6400287254,1
212,METTL17,0.4668994,0.6405718568,1
213,IFIT1,0.46610716,0.641138808,1
214,UVSSA,0.46429157,0.6424388603,1
215,CLU,0.46237698,0.6438110122,1
216,HMGCS1,0.45752445,0.6472941417,1
217,ANGEL2,0.4567982,0.647816094,1
218,DLG5,0.45666617,0.647911013,1
219,SPR,0.45508167,0.6490504874,1
220,ARHGAP44,0.45494962,0.6491454807,1
221,FKBP9,0.45353016,0.6501670191,1
222,MEIS2,0.45062527,0.6522596584,1
223,SDCCAG3,0.45032817,0.6524738331,1
224,CLCN7,0.4488757,0.6535213215,1
225,FOXJ2,0.4481825,0.6540215,1
226,MAML2,0.4475883,0.6544503483,1
227,TTYH3,0.44679606,0.6550223233,1
228,PTN,0.44676304,0.65504616,1
229,SLC35B3,0.44633391,0.6553560689,1
230,ACVR2A,0.44474941,0.656500862,1
231,KHNYN,0.44303286,0.6577419652,1
232,C11orf95,0.4421416,0.6583867567,1
233,RIMKLB,0.44144836,0.658888437,1
234,SLC35C1,0.43857646,0.6609684602,1
235,DIS3L,0.4364968,0.6624763212,1
236,KIAA0141,0.4361997,0.6626918418,1
237,GALC,0.43177631,0.6659039999,1
238,SLC25A27,0.43038988,0.6669120622,1
239,MOK,0.42972967,0.6673923034,1
240,CBFA2T2,0.42880538,0.66806487,1
241,DNMBP,0.42603248,0.6700841676,1
242,PABPN1,0.42514122,0.6707337351,1
243,BTBD6,0.42497617,0.6708540524,1
244,PRRG3,0.42207125,0.6729730158,1
245,CSPG4,0.42144406,0.673430861,1
246,PCOLCE2,0.41299337,0.6796114646,1
247,PEAK1,0.4092962,0.6823222951,1
248,BRWD3,0.40748063,0.6836550114,1
249,PLEKHH3,0.40272713,0.6871489674,1
250,EPB41L1,0.40048242,0.6888012223,1
251,SCAP,0.40048242,0.6888012223,1
252,SIPA1L1,0.39959115,0.6894576773,1
253,WDR12,0.399063,0.689846798,1
254,CDC23,0.39652118,0.691720587,1
255,DENND6A,0.39609206,0.6920371277,1
256,XRRA1,0.39325315,0.6941325193,1
257,SPRED1,0.39226285,0.6948640213,1
258,CEPT1,0.39176768,0.6952298789,1
259,NRIP1,0.38922587,0.6971090635,1
260,RCAN1,0.3884006,0.6977195889,1
261,EXOSC7,0.3883346,0.6977684394,1
262,AC002117.1,0.38684914,0.6988679062,1
263,ELK1,0.3849345,0.7002859288,1
264,ALPK1,0.38401023,0.7009708658,1
265,LONRF1,0.38219467,0.7023169853,1
266,ARHGEF17,0.38120434,0.7030516264,1
267,CRIPAK,0.37935576,0.7044236981,1
268,RP3-525N10.2,0.37737513,0.7058948429,1
269,MAP2K6,0.37697902,0.706189204,1
270,ZZEF1,0.3763188,0.7066799035,1
271,ORMDL3,0.37460226,0.7079562925,1
272,C1orf27,0.37163132,0.7101673656,1
273,ZBTB40,0.3709711,0.7106590475,1
274,COL4A1,0.3678021,0.7130207937,1
275,ARMCX4,0.36628363,0.7141534411,1
276,CASC7,0.3659205,0.714424385,1
277,STRIP1,0.36430302,0.715631754,1
278,GNRH1,0.36083692,0.7182213661,1
279,HMOX1,0.3604408,0.7185175286,1
280,COL5A3,0.35753587,0.7206906768,1
281,MIA3,0.3553902,0.7222972939,1
282,ZFX,0.35274935,0.7242763507,1
283,RNF144A,0.35119787,0.7254399075,1
284,FNBP4,0.3500425,0.726306798,1
285,TMEM135,0.34885412,0.7271988226,1
286,TAMM41,0.3487221,0.7272979593,1
287,ANAPC2,0.3462133,0.7291824223,1
288,WDR44,0.33974326,0.7340498848,1
289,HMBOX1,0.33779564,0.735517196,1
290,PCDHB16,0.33687136,0.7362138852,1
291,LARGE,0.33588102,0.7369605787,1
292,ZNF280D,0.33564997,0.737134843,1
293,DPY19L3,0.33558396,0.7371846353,1
294,BRF1,0.3341645,0.7382554356,1
295,TRAPPC12,0.3316887,0.7401243253,1
296,FBXO18,0.33158967,0.7401991129,1
297,POLG,0.33023626,0.7412214558,1
298,CLCC1,0.3291139,0.7420695991,1
299,TMEM100,0.3275954,0.7432175857,1
300,CKAP5,0.32680318,0.7438167621,1
301,TSHZ1,0.32432738,0.7456901868,1
302,HAUS2,0.3228419,0.7468149647,1
303,RBM12B,0.3205972,0.748515652,1
304,ZNF25,0.32006904,0.7489159919,1
305,TMEM138,0.31855056,0.7500673459,1
306,GPRASP2,0.3174282,0.7509187048,1
307,MAP2K2,0.3170321,0.7512192569,1
308,USP51,0.31656992,0.7515699487,1
309,STOML1,0.31623983,0.7518204743,1
310,CC2D1A,0.31610778,0.7519206918,1
311,CTDSPL2,0.3151835,0.7526223318,1
312,B3GNT8,0.31472135,0.7529732284,1
313,KIAA1328,0.31241062,0.754728476,1
314,B4GALT5,0.31148633,0.7554309304,1
315,GBA,0.3107931,0.755957904,1
316,ARID1B,0.30891153,0.7573888325,1
317,TRNAU1AP,0.30666682,0.7590969931,1
318,SLC12A7,0.3043891,0.760831476,1
319,GBF1,0.30296963,0.7619129945,1
320,MTERF,0.30244148,0.7623155389,1
321,ACCS,0.300923,0.7634732118,1
322,LINC00685,0.29722583,0.7662941014,1
323,EXTL3,0.2964996,0.7668485702,1
324,ELL,0.29636756,0.7669493956,1
325,7SK.2,0.2958394,0.7673527365,1
326,AGAP3,0.29531124,0.7677561403,1
327,KIAA1468,0.29504713,0.7679578659,1
328,SYNPO2,0.2917461,0.7704807574,1
329,SPATA5,0.2910199,0.7710361206,1
330,PER1,0.29006258,0.7717683696,1
331,CEP192,0.29002956,0.7717936232,1
332,CLOCK,0.28877518,0.7727534388,1
333,PSEN1,0.28547412,0.7752809274,1
334,MX2,0.285111,0.7755590971,1
335,FCF1,0.28464887,0.7759131729,1
336,SMAD4,0.28435177,0.7761408176,1
337,TERF2,0.28425273,0.7762167035,1
338,WIZ,0.28392264,0.7764696718,1
339,ZNF337,0.28342748,0.7768491687,1
340,MAFG,0.2828003,0.7773299412,1
341,SEC16B,0.2825362,0.7775323972,1
342,ENTPD4,0.28217307,0.7778107989,1
343,ATRN,0.28042352,0.7791525884,1
344,KMT2B,0.27669334,0.7820155784,1
345,APOL2,0.27649528,0.7821676786,1
346,APC,0.2759011,0.782624029,1
347,UBR4,0.27411854,0.7839935286,1
348,ZFC3H1,0.27266607,0.7851099122,1
349,C11orf30,0.2705204,0.7867599238,1
350,ST7L,0.26910096,0.7878519969,1
351,RAPH1,0.26784655,0.7888174321,1
352,RBM14,0.26527175,0.7908001297,1
353,ATXN7,0.26510668,0.790927272,1
354,ATP13A1,0.26401734,0.7917665508,1
355,CCDC149,0.26395133,0.791817424,1
356,RBM45,0.26210275,0.7932422313,1
357,SIPA1,0.2613765,0.7938021662,1
358,CDR2,0.25923085,0.7954571394,1
359,FBXO21,0.25800946,0.7963996127,1
360,SLC30A4,0.25797644,0.7964250891,1
361,MAGI3,0.25738224,0.796883701,1
362,SOCS6,0.2569201,0.7972404476,1
363,SLC26A11,0.25424626,0.7993053112,1
364,TRIM47,0.25365207,0.799764361,1
365,ELMOD3,0.25355303,0.799840876,1
366,RNASEH1-AS1,0.253454,0.799917393,1
367,GALNT10,0.25196853,0.8010653772,1
368,ZNF688,0.2509452,0.801856461,1
369,MAPK14,0.25035104,0.8023158932,1
370,BCR,0.24414508,0.8071184639,1
371,TAGLN,0.24407905,0.8071695945,1
372,BACE1,0.24364991,0.8075019637,1
373,DNMT1,0.24275863,0.8081923799,1
374,TTC21B,0.23925953,0.8109043425,1
375,SLC25A17,0.23675074,0.8128501685,1
376,PTAR1,0.23595849,0.8134648806,1
377,BTBD2,0.23447302,0.8146177752,1
378,XPO6,0.23269045,0.8160017787,1
379,SORBS3,0.23166713,0.8167965589,1
380,VPS13B,0.23113897,0.8172068418,1
381,RPP14,0.22790395,0.8197209137,1
382,INPPL1,0.22671558,0.8206449173,1
383,JARID2,0.2255602,0.8215434928,1
384,ZNF451,0.22526312,0.821774593,1
385,NTN1,0.2229854,0.8235468735,1
386,TARBP2,0.22166498,0.8245746953,1
387,RP11-412D9.4,0.22060865,0.8253971695,1
388,MOCS1,0.2204766,0.8254999922,1
389,OTUD7B,0.22014649,0.8257570623,1
390,JMJD8,0.21998145,0.8258856043,1
391,RIPK1,0.21945328,0.82629697,1
392,LEPRE1,0.21800081,0.8274284715,1
393,ATP9A,0.21258712,0.8316490246,1
394,CBFA2T3,0.21093659,0.8329367508,1
395,PPIL2,0.21044144,0.8333231563,1
396,CDC42EP5,0.20869188,0.8346887774,1
397,LYSMD4,0.20776759,0.8354104392,1
398,CHM,0.20753652,0.8355908763,1
399,INO80D,0.20737146,0.8357197653,1
400,YTHDF1,0.20578696,0.8369573233,1
401,CARD6,0.20539084,0.837266776,1
402,CSRNP2,0.20136356,0.8404142994,1
403,ZNF345,0.20057131,0.8410337865,1
404,BRAT1,0.2001752,0.8413435669,1
405,ACSS1,0.19918488,0.8421181255,1
406,SNX24,0.19730328,0.843590207,1
407,AC084018.1,0.19594987,0.844649411,1
408,MFN1,0.19495955,0.8454246164,1
409,SLC39A14,0.1944974,0.8457864302,1
410,MAP3K5,0.19439837,0.845863966,1
411,SEC16A,0.19423331,0.8459931956,1
412,WRN,0.19182356,0.8478804175,1
413,IMPDH1,0.19106431,0.848475203,1
414,BANP,0.18961185,0.8496132936,1
415,CTD-2368P22.1,0.18921573,0.8499237364,1
416,MAN2C1,0.18885262,0.8502083294,1
417,FANCF,0.18862155,0.8503894443,1
418,SYNC,0.18842348,0.8505446918,1
419,MTA3,0.18802735,0.8508552044,1
420,PHRF1,0.18776327,0.8510622255,1
421,RTP4,0.18677296,0.8518386463,1
422,PHC3,0.18390106,0.8540910762,1
423,DCAF4,0.18347192,0.8544277488,1
424,E4F1,0.18337288,0.8545054462,1
425,ATP11C,0.18287773,0.8548939546,1
426,SENP1,0.18251462,0.8551788831,1
427,PTGER4,0.1824816,0.8552047866,1
428,C4orf33,0.1824486,0.8552306903,1
429,CENPC,0.18234956,0.8553084023,1
430,ATP1B1,0.18218452,0.8554379254,1
431,FAM105B,0.18215151,0.8554638304,1
432,CDK12,0.18102916,0.8563446959,1
433,MAPK8,0.18007185,0.8570961638,1
434,FMNL3,0.17825627,0.8585217169,1
435,GCN1L1,0.17634167,0.8600255271,1
436,TNRC6A,0.17601156,0.8602848563,1
437,FKTN,0.17508727,0.8610110578,1
438,DDI2,0.1735688,0.8622043581,1
439,PIKFYVE,0.17261149,0.862956818,1
440,ZNF532,0.17238042,0.8631384649,1
441,ZNF426,0.1700697,0.8649553303,1
442,VWA8,0.16960755,0.8653187893,1
443,INF2,0.16805606,0.8665391813,1
444,PI4KB,0.16713177,0.8672663748,1
445,RP11-395A13.2,0.16591038,0.8682274812,1
446,CSTA,0.16498609,0.8689549346,1
447,C9orf69,0.1631375,0.8704101735,1
448,DTX3L,0.16254331,0.8708780223,1
449,IGFBP3,0.1609258,0.8721518392,1
450,VCPIP1,0.1608928,0.8721778389,1
451,RAB2B,0.15953937,0.8732439463,1
452,PACRGL,0.15927528,0.8734519942,1
453,ZNF398,0.1590442,0.8736340432,1
454,CTD-2017D11.1,0.15765777,0.8747264777,1
455,RHBDD3,0.15610628,0.875949247,1
456,KATNAL1,0.1558422,0.8761574075,1
457,ENTPD3-AS1,0.15504995,0.8767819404,1
458,MLLT10,0.1545548,0.8771723125,1
459,DENND1B,0.15415867,0.8774846316,1
460,PALM,0.15402663,0.8775887423,1
461,HECTD4,0.15303631,0.8783696393,1
462,SBF1,0.15224406,0.8789944422,1
463,DBR1,0.15158385,0.8795151689,1
464,CCDC117,0.14973527,0.8809734801,1
465,GTPBP1,0.1494712,0.8811818434,1
466,AC159540.1,0.14742453,0.8827969363,1
467,PLEKHA4,0.14686337,0.8832398698,1
468,MBTD1,0.1463682,0.8836307238,1
469,PTPN21,0.14541091,0.8843864551,1
470,GLTSCR1L,0.1399972,0.8886622057,1
471,LINC01023,0.13890785,0.8895229659,1
472,ZSWIM8,0.13507864,0.8925496955,1
473,HBA1,0.13402231,0.8933849328,1
474,AMPD2,0.13395628,0.8934371391,1
475,SAMHD1,0.1336922,0.8936459688,1
476,DCAF6,0.13329609,0.8939592271,1
477,POLR2A,0.13217373,0.8948468821,1
478,ERCC6L2,0.13200867,0.8949774308,1
479,KLHDC10,0.13190964,0.8950557613,1
480,TCF19,0.13157953,0.8953168705,1
481,ICK,0.12837753,0.8978502141,1
482,UTP14C,0.12834452,0.8978763366,1
483,D2HGDH,0.12755227,0.8985033076,1
484,TRPM7,0.12742023,0.8986078089,1
485,TRAF3IP1,0.12682603,0.8990780867,1
486,CSTF2,0.12609981,0.8996529188,1
487,SH3BP5L,0.12609981,0.8996529188,1
488,MAP2K7,0.1251095,0.9004368655,1
489,PHKB,0.124977455,0.9005413991,1
490,PRDM4,0.12444929,0.9009595506,1
491,CORO7,0.124251224,0.9011163646,1
492,SLC25A32,0.12402015,0.901299319,1
493,S1PR3,0.12372306,0.9015345539,1
494,TMEM259,0.12273274,0.9023187324,1
495,TULP4,0.12213856,0.9027892854,1
496,RASSF8,0.120950185,0.9037304935,1
497,DDX19A,0.12075212,0.9038873747,1
498,KIAA0226,0.11986084,0.9045933865,1
499,SLC35D2,0.119794816,0.9046456867,1
500,DCAF15,0.11962976,0.904776439,1
501,ZNF197,0.11913461,0.9051687112,1
502,DBT,0.1191016,0.9051948635,1
503,INPP5E,0.119002566,0.9052733211,1
504,CHIC1,0.118936546,0.9053256266,1
505,APOL1,0.11883751,0.9054040857,1
506,FARP2,0.11580056,0.9078106087,1
507,WFDC1,0.11514035,0.9083338787,1
508,SYNGAP1,0.11474422,0.9086478598,1
509,HAUS4,0.11444713,0.9088833549,1
510,TMTC2,0.11401799,0.9092235288,1
511,EDEM3,0.113885954,0.909328201,1
512,CSNK1G1,0.113753915,0.9094328748,1
513,RP11-890B15.3,0.11329176,0.9097992455,1
514,PAQR3,0.112961665,0.9100609505,1
515,CREB3L4,0.112961665,0.9100609505,1
516,ALS2,0.1127636,0.9102179783,1
517,ZNF746,0.11249951,0.910427354,1
518,FAM219A,0.112235434,0.910636736,1
519,TLR3,0.10794408,0.9140400528,1
520,GEMIN5,0.10761397,0.9143019125,1
521,ZNF354C,0.10682172,0.9149304137,1
522,ZNF500,0.10569937,0.9158208814,1
523,MINK1,0.105402276,0.9160566111,1
524,WDR59,0.10464303,0.9166590651,1
525,SEPN1,0.10457701,0.9167114547,1
526,ZNF692,0.10074781,0.9197506612,1
527,RALGAPA1,0.100582756,0.9198816882,1
528,WTIP,0.10048372,0.9199603054,1
529,PPP2R4,0.09751278,0.9223191824,1
530,SHC2,0.0972487,0.9225288937,1
531,CLASP2,0.09672053,0.9229483325,1
532,PTPRK,0.096390426,0.9232104927,1
533,DENND4B,0.096093334,0.9234464439,1
534,FPGT,0.0940797,0.9250458457,1
535,MMS19,0.09384863,0.9252294031,1
536,FAM13A-AS1,0.092858315,0.9260161226,1
537,WDR55,0.091636926,0.9269865097,1
538,RGP1,0.09071264,0.9277209289,1
539,STX18,0.08978835,0.9284554097,1
540,RP5-894A10.2,0.08826987,0.9296621888,1
541,RBM26,0.0877417,0.9300819761,1
542,SS18,0.08747762,0.930291877,1
543,MAP1S,0.08721353,0.9305017828,1
544,IFI35,0.0839455,0.9330997626,1
545,PRKCA,0.082856156,0.9339659157,1
546,THAP2,0.08246003,0.9342808999,1
547,ZNF260,0.081403695,0.9351209078,1
548,C4orf29,0.080479406,0.9358559741,1
549,PHF1,0.08008328,0.9361710193,1
550,S100PBP,0.08001726,0.9362235278,1
551,TMEM260,0.079390064,0.9367223724,1
552,C2CD5,0.07869685,0.9372737558,1
553,HBB,0.078465775,0.937457557,1
554,AKT3,0.07661719,0.9389280855,1
555,UBE2O,0.07625407,0.9392169639,1
556,SEC31B,0.07592397,0.9394795877,1
557,GPR75-ASB3,0.07460355,0.9405301481,1
558,UBE2Z,0.07410839,0.940924135,1
559,ZFYVE27,0.074075386,0.9409504013,1
560,YTHDF3,0.07301905,0.941790957,1
561,PEX1,0.072622925,0.9421061821,1
562,PRPF3,0.0722268,0.9424214164,1
563,ZNF600,0.071698636,0.9428417427,1
564,MDC1,0.07047725,0.943813808,1
565,ZNF44,0.07037822,0.9438926278,1
566,ABCF3,0.070246175,0.9439977218,1
567,YKT6,0.06988306,0.9442867351,1
568,TEAD2,0.069321886,0.9447334064,1
569,MTOR,0.069024794,0.9449698865,1
570,RBM15,0.06849662,0.9453903075,1
571,HEATR6,0.06836458,0.9454954151,1
572,KDM4B,0.06836458,0.9454954151,1
573,ELMO2,0.06783642,0.9459158552,1
574,ACSF3,0.067440294,0.9462311951,1
575,TRAPPC11,0.06410624,0.9488856349,1
576,HECTD3,0.06252174,0.9501473516,1
577,ZBTB17,0.062389694,0.9502525004,1
578,DVL3,0.06186153,0.950673104,1
579,ANKIB1,0.060508102,0.9517509632,1
580,KCTD18,0.058131352,0.9536440016,1
581,GPM6B,0.05710803,0.954459141,1
582,KCTD6,0.057008997,0.954538028,1
583,SPAST,0.056909967,0.9546169154,1
584,GPHN,0.056711905,0.9547746916,1
585,MCM5,0.05628277,0.9551165462,1
586,PRDM2,0.056216747,0.9551691399,1
587,B3GAT2,0.05552353,0.9557213859,1
588,DHX58,0.05499536,0.9561421591,1
589,AP4B1,0.053080756,0.9576675633,1
590,TRMT61A,0.05182636,0.9586670506,1
591,LDOC1L,0.051232174,0.9591405146,1
592,TTC23,0.050704006,0.9595613837,1
593,APBA3,0.050505944,0.9597192125,1
594,IQCA1,0.0500438,0.9600874859,1
595,RANBP10,0.049911756,0.9601927084,1
596,SIRT1,0.049845736,0.9602453199,1
597,RALGPS1,0.04872338,0.9611397422,1
598,XRCC6BP1,0.0484593,0.9613502016,1
